,name,rounds,scoring_avg,avg_drive,fwy%,gir%,sg_putt,sg_t2g,sg_tot,top_10,wins,year,money,points
1870,Brad Fritsch,56.0,71.855,288.3,56.4,64.21,-0.596,-0.122,-0.719,0,0,2017,166440,74
1871,Branden Grace,70.0,70.862,290.6,58.19,66.2,-0.21,0.493,0.283,2,0,2017,1315054,640
1872,Brandon Hagy,85.0,70.875,312.7,52.46,64.5,0.109,0.184,0.293,1,0,2017,861227,419
1873,Brandt Snedeker,53.0,70.055,280.8,61.98,66.06,0.399,0.463,0.862,4,0,2017,1625806,663
1874,Brendan Steele,89.0,70.503,299.9,62.28,67.29,-0.119,0.889,0.77,4,1,2017,2907095,1292
1875,Brett Drewitt,57.0,72.13,286.4,60.73,64.78,-0.457,-0.578,-1.035,0,0,2017,184388,95
1876,Brett Stegmaier,78.0,72.115,288.7,64.66,66.74,-0.514,-0.751,-1.265,0,0,2017,271031,131
1877,Brian Campbell,55.0,71.924,296.0,58.2,63.29,0.385,-0.812,-0.428,0,0,2017,237537,132
1878,Brian Gay,82.0,70.585,278.7,65.47,63.53,0.451,-0.168,0.282,3,0,2017,942372,426
1879,Brian Harman,104.0,70.402,289.6,62.07,63.19,0.568,0.013,0.581,7,1,2017,4396470,364
1880,Brian Stuard,93.0,71.72,272.3,71.49,63.59,-0.047,-0.296,-0.343,0,0,2017,588806,285
1881,Brooks Koepka,88.0,69.847,310.5,54.14,62.28,0.505,0.45,0.954,7,1,2017,5612397,1040
1882,Bryce Molder,74.0,71.817,277.0,57.6,61.79,0.383,-1.229,-0.846,0,0,2017,216892,109
1883,Bryson DeChambeau,91.0,70.866,299.1,58.04,65.77,-0.18,0.423,0.243,2,1,2017,1817054,1017
1884,Bubba Watson,71.0,71.175,305.6,59.58,63.02,-0.171,0.287,0.116,4,0,2017,1223129,658
1885,Bud Cauley,92.0,70.432,296.0,59.83,67.38,-0.274,0.835,0.561,5,0,2017,1553685,816
1886,Byeong Hun An,77.0,70.887,299.9,56.76,64.52,-0.392,1.009,0.617,3,0,2017,1236090,468
1887,C.T. Pan,88.0,71.109,287.1,63.68,67.53,-0.023,-0.062,-0.084,3,0,2017,1267649,594
1888,Cameron Percy,71.0,71.03,292.5,60.18,69.91,-0.205,0.123,-0.082,1,0,2017,623694,291
1889,Cameron Smith,86.0,70.909,292.6,56.26,63.14,0.084,0.418,0.502,4,1,2017,2123216,1065
1890,Cameron Tringale,89.0,71.343,280.9,58.15,64.39,0.125,-0.265,-0.14,3,0,2017,792814,337
1891,Camilo Villegas,76.0,70.881,288.7,54.37,61.88,0.4,-0.182,0.218,2,0,2017,971420,542
1892,Chad Campbell,97.0,70.509,285.6,67.21,69.07,-0.286,0.691,0.405,3,0,2017,1329941,630
1893,Chad Collins,66.0,71.77,281.4,59.31,60.93,0.079,-0.533,-0.454,2,0,2017,693743,305
1894,Charl Schwartzel,63.0,70.211,298.4,53.59,61.69,0.22,0.583,0.803,3,0,2017,2156036,1081
1895,Charles Howell III,86.0,70.371,296.9,54.72,67.01,0.172,0.32,0.492,5,0,2017,2606383,1134
1896,Charley Hoffman,112.0,70.351,298.3,57.72,66.13,-0.059,0.839,0.78,7,0,2017,4161008,473
1897,Chez Reavie,98.0,70.244,284.8,70.53,66.91,0.391,0.371,0.762,4,0,2017,1819207,1151
1898,Chris Kirk,89.0,71.255,287.0,63.93,66.73,-0.074,-0.155,-0.228,3,0,2017,1216047,562
1899,Chris Stroud,67.0,70.815,286.8,65.7,66.2,-0.126,0.139,0.013,3,1,2017,1308445,627
1900,Cody Gribble,79.0,71.581,297.2,54.77,62.7,0.461,-0.985,-0.524,2,1,2017,1305554,614
1901,D.A. Points,68.0,71.315,278.1,65.83,66.83,-0.478,0.071,-0.406,1,1,2017,893700,457
1902,Daniel Berger,91.0,70.121,296.5,60.02,66.93,0.202,0.83,1.032,6,1,2017,4287161,556
1903,Daniel Summerhays,100.0,71.197,286.9,62.69,63.02,0.195,-0.049,0.146,1,0,2017,826124,348
1904,Danny Lee,93.0,70.86,291.1,62.72,66.1,0.247,0.078,0.325,4,0,2017,1611331,697
1905,David Hearn,93.0,71.107,281.0,66.75,64.71,-0.052,-0.044,-0.096,2,0,2017,800710,359
1906,David Lingmerth,79.0,70.755,289.8,62.12,62.83,0.468,-0.095,0.373,1,0,2017,1070754,546
1907,Derek Fathauer,81.0,71.568,286.5,55.49,62.81,0.094,-0.74,-0.647,2,0,2017,898491,408
1908,Dominic Bozzelli,69.0,71.49,294.4,56.57,61.97,-0.033,-0.417,-0.449,3,0,2017,868519,394
1909,Dustin Johnson,77.0,69.549,314.4,56.44,69.61,0.1,1.872,1.972,8,4,2017,8732193,1720
1910,Emiliano Grillo,90.0,70.798,293.0,65.29,67.06,-0.146,0.6,0.455,2,0,2017,1567015,812
1911,Ernie Els,52.0,72.179,283.6,54.48,56.6,0.35,-1.036,-0.685,0,0,2017,155926,50
1912,FabiÃ¡n GÃ³mez,61.0,71.61,285.1,61.81,64.69,-0.006,-0.402,-0.407,0,0,2017,332352,168
1913,Francesco Molinari,75.0,69.802,291.9,69.8,67.22,-0.017,1.436,1.418,5,0,2017,2875850,1247
1914,Gary Woodland,94.0,70.482,306.9,58.9,69.35,-0.359,1.051,0.692,5,0,2017,2980225,321
1915,Geoff Ogilvy,80.0,71.056,286.5,62.59,65.51,0.043,-0.195,-0.152,1,0,2017,867249,450
1916,Gonzalo Fernandez-CastaÃ±o,63.0,71.484,292.1,53.26,62.2,0.489,-0.567,-0.078,0,0,2017,258162,118
1917,Graeme McDowell,56.0,70.629,279.0,69.15,62.55,0.599,-0.027,0.572,0,0,2017,639770,331
1918,Graham DeLaet,82.0,70.376,301.1,63.68,68.57,0.291,0.477,0.768,6,0,2017,1603666,650
1919,Grayson Murray,94.0,71.064,308.2,56.01,63.95,-0.082,0.146,0.064,2,1,2017,1468728,816
1920,Greg Chalmers,75.0,71.758,278.0,59.8,59.86,0.316,-0.85,-0.533,0,0,2017,344631,156
1921,Harold Varner III,101.0,70.966,302.4,59.61,67.68,-0.402,0.511,0.109,1,0,2017,918779,574
1922,Harris English,84.0,70.848,301.2,49.8,63.73,0.372,-0.355,0.017,2,0,2017,864959,397
1923,Hideki Matsuyama,83.0,69.624,302.9,57.61,69.14,-0.41,1.469,1.058,7,3,2017,8380570,1093
1924,Hudson Swafford,94.0,70.618,305.1,60.27,68.21,-0.005,0.319,0.314,4,1,2017,2246090,1244
1925,Hunter Mahan,73.0,71.811,294.5,63.4,64.55,0.268,-0.837,-0.568,0,0,2017,277235,130
1926,Ian Poulter,72.0,70.045,283.5,62.55,64.46,0.025,0.911,0.936,2,0,2017,2098346,985
1927,J.B. Holmes,83.0,70.66,306.4,49.75,62.19,-0.116,0.637,0.521,2,0,2017,1353584,543
1928,J.J. Henry,92.0,71.164,294.1,62.58,69.44,-0.43,0.258,-0.172,2,0,2017,734874,365
1929,J.J. Spaun,92.0,70.999,291.5,65.11,67.12,-0.027,-0.045,-0.072,3,0,2017,1122611,541
1930,J.T. Poston,95.0,70.982,294.8,59.24,65.69,-0.099,0.178,0.079,1,0,2017,662565,340
1931,James Hahn,96.0,70.925,293.9,63.14,66.09,0.036,0.223,0.26,4,0,2017,1841314,801
1932,Jamie Lovemark,98.0,70.391,304.5,56.54,65.94,-0.037,0.746,0.709,4,0,2017,1886972,919
1933,Jason Bohn,75.0,72.133,275.9,63.67,63.15,-0.133,-1.007,-1.141,0,0,2017,165910,73
1934,Jason Day,71.0,70.115,306.3,53.73,63.98,0.345,0.765,1.109,5,0,2017,2978181,514
1935,Jason Dufner,89.0,70.259,294.5,63.3,67.15,0.053,0.682,0.734,2,1,2017,3310341,287
1936,Jason Kokrak,95.0,70.961,305.7,59.26,66.97,-0.491,0.565,0.073,1,0,2017,1173708,649
1937,Jhonattan Vegas,95.0,71.054,300.8,57.28,65.91,-0.381,0.555,0.174,4,1,2017,2944738,384
1938,Jim Furyk,54.0,71.071,270.1,70.75,65.72,0.087,-0.11,-0.023,1,0,2017,558097,232
1939,Jim Herman,77.0,70.931,292.5,69.02,68.07,-0.127,0.495,0.368,2,0,2017,1205632,565
1940,Jimmy Walker,68.0,71.155,295.7,55.97,63.75,0.157,0.197,0.355,1,0,2017,1101162,439
1941,John Huh,92.0,70.851,287.1,64.09,65.78,0.124,-0.026,0.099,2,0,2017,767575,382
1942,Johnson Wagner,71.0,71.429,288.1,63.18,66.93,0.12,-0.456,-0.336,2,0,2017,685306,321
1943,Jon Rahm,90.0,69.561,305.8,58.61,68.79,0.283,1.588,1.871,11,1,2017,6123248,1620
1944,Jonas Blixt,74.0,71.283,288.8,60.1,61.51,0.536,-0.877,-0.341,1,1,2017,1408288,631
1945,Jonathan Randolph,68.0,71.642,287.2,62.67,62.71,-0.12,-0.386,-0.506,1,0,2017,511032,221
1946,Jordan Spieth,85.0,68.846,295.0,59.48,69.97,0.339,1.649,1.988,12,3,2017,9433033,2340
1947,JuliÃ¡n Etulain,68.0,71.338,293.5,63.34,66.75,0.078,-0.385,-0.307,1,0,2017,448214,220
1948,Justin Rose,66.0,69.699,300.4,58.48,68.19,-0.062,1.331,1.268,8,0,2017,4245308,1080
1949,Justin Thomas,86.0,69.359,309.3,54.09,67.33,0.308,1.417,1.724,12,5,2017,9921560,3000
1950,K.J. Choi,72.0,71.618,282.2,66.23,63.05,0.176,-0.439,-0.264,0,0,2017,292716,143
1951,Keegan Bradley,104.0,70.437,299.4,66.23,68.93,-0.163,0.792,0.629,5,0,2017,1940478,1029
1952,Kelly Kraft,75.0,71.491,291.9,60.06,63.15,-0.157,-0.524,-0.681,3,0,2017,1638045,684
1953,Ken Duke,77.0,72.078,274.2,68.62,63.69,-0.452,-0.435,-0.887,0,0,2017,225907,98
1954,Kevin Chappell,95.0,70.779,304.7,57.61,65.05,-0.361,0.82,0.459,5,1,2017,3149615,352
1955,Kevin Kisner,105.0,70.294,288.7,67.0,66.43,0.454,0.694,1.148,8,1,2017,4766936,901
1956,Kevin Na,86.0,70.399,283.6,60.46,65.46,0.12,0.635,0.755,5,0,2017,1728351,1073
1957,Kevin Streelman,90.0,70.873,294.0,66.01,66.67,-0.281,0.45,0.169,2,0,2017,1313327,617
1958,Kevin Tway,96.0,70.868,309.2,52.48,64.71,0.261,0.172,0.433,3,0,2017,1472613,740
1959,Kyle Reifers,96.0,71.587,286.1,65.15,65.97,-0.276,-0.143,-0.418,0,0,2017,454570,241
1960,Kyle Stanley,104.0,69.989,296.5,68.55,70.39,-0.309,1.259,0.951,5,1,2017,3402106,366
1961,Louis Oosthuizen,69.0,70.22,295.2,59.98,65.13,0.439,0.74,1.179,4,0,2017,3105422,1321
1962,Lucas Glover,93.0,70.139,298.1,65.31,70.08,-0.048,0.98,0.933,4,0,2017,1955822,1085
1963,Luke Donald,50.0,70.831,278.5,56.5,61.92,0.704,-0.657,0.047,1,0,2017,958850,456
1964,Luke List,102.0,70.428,311.5,55.63,69.1,-0.426,1.117,0.691,3,0,2017,1813219,1011
1965,Mackenzie Hughes,106.0,71.044,294.3,59.63,64.74,0.492,-0.32,0.172,2,1,2017,2355553,1257
1966,Marc Leishman,94.0,69.468,298.1,57.64,67.38,0.353,1.071,1.424,7,2,2017,5866391,1441
1967,Mark Anderson,54.0,71.5,283.8,59.97,65.6,-0.016,-0.309,-0.325,1,0,2017,188806,98
1968,Mark Hubbard,81.0,71.871,282.7,60.41,65.39,-0.2,-0.502,-0.702,0,0,2017,267968,124
1969,Martin Flores,88.0,70.885,300.6,52.79,70.64,0.242,-0.257,-0.015,2,0,2017,830057,461
1970,Martin Laird,83.0,70.45,296.1,64.82,65.61,0.221,0.59,0.811,5,0,2017,1759706,937
1971,Matt Every,76.0,72.671,297.7,48.41,60.16,-0.272,-1.182,-1.454,0,0,2017,351412,175
1972,Matt Jones,64.0,70.719,302.6,57.09,63.1,0.17,0.108,0.278,0,0,2017,510622,248
1973,Matt Kuchar,95.0,69.806,285.1,65.36,66.6,0.264,0.842,1.106,9,0,2017,4282489,648
1974,Michael Kim,94.0,70.707,289.6,59.71,65.68,0.229,0.017,0.247,1,0,2017,1018204,483
1975,Michael Thompson,60.0,71.207,284.8,61.72,63.69,0.84,-1.013,-0.173,1,0,2017,568991,278
1976,Miguel Angel Carballo,63.0,72.363,288.1,63.61,64.91,-0.32,-1.038,-1.358,0,0,2017,186623,81
1977,Morgan Hoffmann,92.0,71.107,293.9,60.39,63.57,0.078,-0.138,-0.06,1,0,2017,1278568,632
1978,Nicholas Lindheim,58.0,72.205,287.1,56.19,65.67,0.336,-1.621,-1.285,0,0,2017,175107,93
1979,Nick Taylor,97.0,70.817,291.6,61.66,66.14,-0.191,0.342,0.151,4,0,2017,1255259,554
1980,Nick Watney,75.0,70.685,300.9,55.67,66.43,-0.113,0.284,0.171,1,0,2017,824162,386
1981,Ollie Schniederjans,92.0,70.704,300.7,51.89,66.03,-0.019,0.402,0.383,5,0,2017,1935669,897
1982,Pat Perez,93.0,70.25,290.6,61.46,66.04,0.342,0.535,0.877,6,1,2017,4361400,596
1983,Patrick Cantlay,52.0,69.971,298.9,61.47,69.21,0.159,1.111,1.269,4,0,2017,2049632,296
1984,Patrick Reed,107.0,70.453,295.3,56.52,62.09,0.536,0.356,0.893,4,0,2017,3055111,416
1985,Patrick Rodgers,76.0,71.432,306.3,52.9,65.84,-0.066,-0.65,-0.716,3,0,2017,1346322,649
1986,Patton Kizzire,84.0,71.598,293.0,52.54,63.52,-0.103,-0.475,-0.578,3,0,2017,1110395,519
1987,Paul Casey,94.0,69.469,297.0,63.46,69.96,0.138,1.399,1.537,9,0,2017,3906974,920
1988,Peter Malnati,91.0,71.399,282.3,63.1,62.48,0.451,-0.635,-0.184,0,0,2017,358541,182
1989,Phil Mickelson,85.0,70.168,293.5,55.05,62.85,0.337,0.711,1.048,5,0,2017,2102599,1268
1990,Rafa Cabrera Bello,63.0,70.693,291.0,60.33,62.6,0.515,-0.414,0.101,4,0,2017,1934675,880
1991,Retief Goosen,52.0,71.425,291.8,57.79,63.89,-0.425,0.035,-0.39,1,0,2017,414363,205
1992,Richy Werenski,81.0,71.171,291.2,65.92,67.42,0.0,-0.223,-0.223,3,0,2017,890262,455
1993,Rick Lamb,54.0,71.978,298.0,64.81,66.89,-0.254,-0.57,-0.824,1,0,2017,524372,269
1994,Rickie Fowler,78.0,69.083,300.5,63.29,66.98,0.812,1.062,1.875,10,1,2017,6083197,1253
1995,Ricky Barnes,100.0,71.221,284.9,54.32,63.53,0.26,-0.286,-0.027,0,0,2017,697624,324
1996,Robert Garrigus,78.0,70.712,300.7,59.52,69.52,-0.456,0.709,0.253,3,0,2017,880905,448
1997,Robert Streb,98.0,70.7,294.3,57.58,65.19,0.003,0.075,0.078,3,0,2017,1588287,861
1998,Roberto Castro,70.0,71.808,280.2,66.2,63.89,-0.441,-0.038,-0.479,0,0,2017,367362,164
1999,Rod Pampling,71.0,71.861,287.8,60.83,64.01,-0.518,-0.158,-0.677,1,1,2017,1539422,660
2000,Rory McIlroy,51.0,69.529,316.7,54.97,65.94,-0.151,1.363,1.212,6,0,2017,2430182,901
2001,Rory Sabbatini,71.0,70.883,291.6,64.91,67.35,-0.357,0.482,0.125,1,0,2017,741617,375
2002,Russell Henley,99.0,70.027,297.6,62.79,67.32,0.418,0.499,0.917,5,1,2017,3413876,792
2003,Russell Knox,75.0,70.765,288.0,67.09,66.58,-0.352,0.208,-0.144,4,0,2017,1643924,687
2004,Ryan Armour,63.0,70.965,278.8,72.73,69.96,-0.029,0.136,0.107,1,0,2017,443006,222
2005,Ryan Blaum,100.0,70.866,284.1,60.94,65.28,0.334,-0.286,0.047,2,0,2017,962768,451
2006,Ryan Brehm,83.0,71.178,310.5,51.13,67.5,-0.128,-0.031,-0.16,0,0,2017,396258,188
2007,Ryan Moore,82.0,70.741,288.0,67.9,65.05,-0.017,0.319,0.301,2,0,2017,1751851,859
2008,Ryan Palmer,61.0,71.116,303.1,56.94,65.9,-1.112,0.985,-0.127,3,0,2017,772560,336
2009,Ryo Ishikawa,56.0,71.99,288.8,51.92,63.29,-0.204,-0.928,-1.132,1,0,2017,319748,148
2010,Sam Saunders,76.0,70.921,293.6,64.69,65.24,0.138,-0.068,0.071,2,0,2017,678117,354
2011,Scott Brown,95.0,70.932,289.0,63.89,64.35,0.276,-0.344,-0.068,2,0,2017,1748324,951
2012,Scott Piercy,70.0,71.235,295.1,59.32,66.84,-0.481,0.267,-0.214,4,0,2017,1317452,532
2013,Scott Stallings,81.0,70.811,297.6,57.04,67.89,-0.32,0.339,0.02,3,0,2017,955337,482
2014,Seamus Power,86.0,70.543,298.1,53.27,65.63,0.174,0.364,0.538,1,0,2017,646180,350
2015,Sean O'Hair,84.0,70.801,297.2,59.91,66.19,0.151,0.27,0.422,5,0,2017,1873856,877
2016,SebastiÃ¡n MuÃ±oz,51.0,71.263,296.0,54.45,63.15,0.358,-0.188,0.169,1,0,2017,563900,241
2017,Sergio Garcia,65.0,69.596,300.9,61.08,69.73,-0.39,1.331,0.941,3,1,2017,3522476,441
2018,Seung-Yul Noh,91.0,70.955,298.5,53.09,65.58,0.244,-0.058,0.186,3,0,2017,1080706,446
2019,Shane Lowry,52.0,70.667,295.1,64.86,67.53,0.545,0.543,1.088,1,0,2017,831411,361
2020,Shawn Stefani,72.0,70.983,294.0,60.53,67.48,-0.057,0.014,-0.043,1,0,2017,404377,188
2021,Si Woo Kim,80.0,72.253,288.4,55.92,58.84,-0.442,-0.78,-1.222,2,1,2017,2681177,956
2022,Smylie Kaufman,76.0,71.432,304.8,54.79,65.26,-0.137,-0.04,-0.177,1,0,2017,784758,316
2023,Spencer Levin,89.0,71.516,279.0,67.82,65.56,0.03,-0.43,-0.4,1,0,2017,469730,201
2024,Steve Wheatcroft,51.0,71.577,280.5,68.24,60.99,0.479,-0.641,-0.162,1,0,2017,309518,138
2025,Steven Alker,69.0,71.638,276.9,67.54,65.17,-0.309,-0.103,-0.412,0,0,2017,218681,121
2026,Stewart Cink,93.0,70.213,295.8,54.15,68.54,0.338,0.706,1.043,3,0,2017,1463922,958
2027,Sung Kang,104.0,70.496,296.4,59.65,66.07,0.154,0.325,0.478,3,0,2017,1943309,899
2028,SÃ¸ren Kjeldsen,58.0,71.39,273.6,69.21,62.02,0.473,-0.655,-0.182,1,0,2017,722913,283
2029,Tag Ridings,67.0,71.176,301.6,58.18,65.91,0.203,-0.173,0.03,1,0,2017,489927,237
2030,Tim Wilkinson,64.0,70.95,279.5,65.68,63.98,0.009,-0.062,-0.053,0,0,2017,411459,233
2031,Tom Hoge,54.0,71.326,285.1,55.99,66.06,0.019,-0.293,-0.274,2,0,2017,373092,187
2032,Tony Finau,106.0,69.987,309.2,57.53,68.96,-0.133,1.28,1.147,8,0,2017,2838629,510
2033,Trey Mullinax,88.0,71.027,308.8,53.26,66.24,-0.046,-0.138,-0.184,1,0,2017,758141,330
2034,Troy Merritt,82.0,71.398,289.8,60.79,64.71,-0.028,-0.119,-0.146,1,0,2017,569682,265
2035,Tyrone Van Aswegen,105.0,71.181,287.2,59.79,66.38,-0.32,0.103,-0.217,1,0,2017,806410,407
2036,Vaughn Taylor,90.0,71.044,282.4,68.28,66.67,0.139,-0.033,0.106,0,0,2017,797385,413
2037,Webb Simpson,102.0,70.018,286.2,65.51,65.26,0.07,0.875,0.945,6,0,2017,3209646,527
2038,Wesley Bryan,95.0,71.062,279.6,57.89,60.92,0.301,-0.134,0.167,5,1,2017,2495751,1092
2039,Whee Kim,74.0,70.964,289.4,54.32,62.09,0.456,-0.688,-0.232,2,0,2017,1125368,583
2040,William McGirt,89.0,71.151,284.8,70.06,67.23,-0.018,-0.049,-0.067,3,0,2017,1225005,621
2041,Xander Schauffele,96.0,70.163,306.3,57.68,67.74,0.342,0.382,0.724,4,2,2017,4312674,2151
2042,Zac Blair,105.0,71.007,272.7,69.7,64.7,0.035,-0.078,-0.044,1,0,2017,788352,364
2043,Zach Johnson,81.0,70.393,286.8,66.54,64.16,0.415,0.169,0.584,4,0,2017,2362968,1017
2044,Henrik Stenson,60.0,69.617,291.5,75.19,73.51,-0.207,1.36,1.153,5,0,2018,2680487,868
2045,Ryan Armour,109.0,70.758,283.5,73.58,68.22,-0.0579999999999999,0.3949999999999999,0.337,3,1,2018,2485203,1006
2046,Chez Reavie,93.0,70.432,286.5,72.24,68.67,0.192,0.48200000000000004,0.674,3,0,2018,2700018,1020
2047,Ryan Moore,78.0,70.015,289.2,71.94,68.8,-0.271,1.212,0.941,5,0,2018,1986608,795
2048,Brian Stuard,103.0,71.038,278.9,71.44,67.12,0.1639999999999999,-0.1019999999999999,0.062,3,0,2018,1089763,421
2049,Brian Gay,103.0,70.28,282.9,71.37,64.52,0.442,0.12299999999999994,0.565,6,0,2018,2152501,880
2050,Kyle Stanley,93.0,70.404,295.7,71.29,71.09,0.037,0.6489999999999999,0.6859999999999999,5,0,2018,3916001,1198
2051,Emiliano Grillo,94.0,70.152,295.2,70.16,68.84,0.546,0.587,1.133,5,0,2018,2493163,901
2052,Russell Henley,77.0,70.48899999999999,293.0,70.03,68.77,0.1669999999999999,0.3740000000000001,0.541,3,0,2018,1516438,569
2053,Jim Furyk,50.0,70.342,280.5,69.91,63.19,0.389,0.022999999999999965,0.412,2,0,2018,660010,291
2054,Steve Wheatcroft,60.0,71.631,288.9,69.79,66.57,-0.128,-0.2109999999999999,-0.3389999999999999,1,0,2018,309656,138
2055,Kevin Streelman,94.0,70.436,295.1,69.11,71.56,-0.25,0.869,0.619,5,0,2018,1523642,673
2056,C.T. Pan,104.0,70.457,292.7,68.98,71.2,-0.067,0.5449999999999999,0.478,1,0,2018,1881787,693
2057,David Lingmerth,82.0,71.043,285.4,68.93,63.03,0.2289999999999999,-0.2359999999999998,-0.0069999999999999,0,0,2018,616758,274
2058,Keegan Bradley,98.0,70.303,299.6,67.9,69.18,-0.358,1.1509999999999998,0.7929999999999999,4,0,2018,4069464,872
2059,Rafa Cabrera Bello,75.0,69.887,295.1,67.85,70.16,0.273,0.8390000000000001,1.112,4,0,2018,2449869,784
2060,Billy Horschel,86.0,70.154,295.4,67.8,71.75,0.392,0.7200000000000001,1.112,3,1,2018,4315200,960
2061,Russell Knox,94.0,70.568,291.7,67.7,69.57,-0.088,0.47099999999999986,0.3829999999999999,3,0,2018,1424030,585
2062,Ben Crane,65.0,71.097,281.1,67.52,64.88,0.332,-0.15600000000000003,0.176,1,0,2018,620646,267
2063,Vaughn Taylor,83.0,70.692,286.1,67.51,67.02,-0.08,0.2989999999999999,0.2189999999999999,3,0,2018,965691,445
2064,Brian Harman,94.0,70.536,291.9,67.14,67.59,0.273,0.01699999999999996,0.29,8,0,2018,2733463,1056
2065,Sam Ryder,82.0,70.914,297.3,66.91,72.08,-0.349,0.503,0.154,3,0,2018,1046166,442
2066,"Ted Potter, Jr.",87.0,71.024,286.0,66.83,63.03,0.074,-0.16799999999999998,-0.094,1,1,2018,1976198,744
2067,Austin Cook,107.0,70.469,292.3,66.76,66.51,0.315,0.25399999999999995,0.569,3,1,2018,2448920,1060
2068,Tyler Duncan,97.0,71.04,294.4,66.74,69.65,-0.5660000000000001,0.5830000000000001,0.017,2,0,2018,944021,457
2069,David Hearn,66.0,71.325,285.1,66.63,68.89,-0.127,0.096,-0.031,2,0,2018,622383,315
2070,Alex Cejka,77.0,70.675,286.7,66.49,63.77,0.009,0.303,0.312,2,0,2018,1198541,502
2071,Ian Poulter,73.0,70.593,293.6,66.41,67.01,0.223,0.627,0.85,4,1,2018,2714450,1030
2072,Joel Dahmen,93.0,70.578,295.8,66.36,68.82,-0.2769999999999999,0.6769999999999999,0.4,3,0,2018,1476838,676
2073,Kevin Kisner,89.0,70.729,290.8,66.33,65.38,0.513,-0.47600000000000003,0.037,4,0,2018,2972285,971
2074,J.J. Henry,81.0,71.372,291.8,66.22,70.52,-0.569,0.37599999999999995,-0.193,1,0,2018,482052,239
2075,J.J. Spaun,85.0,70.525,298.2,66.18,69.48,-0.149,0.44099999999999995,0.292,4,0,2018,1978906,849
2076,Justin Rose,70.0,68.993,303.5,66.02,69.95,0.424,1.528,1.952,8,2,2018,8130678,1991
2077,Kelly Kraft,94.0,71.333,288.6,65.84,63.83,0.075,-0.395,-0.32,3,0,2018,1496253,627
2078,Conrad Shindler,60.0,71.465,291.3,65.77,66.27,-0.166,-0.147,-0.313,0,0,2018,187399,92
2079,Scott Piercy,84.0,70.736,296.6,65.68,69.72,-0.569,0.859,0.29,2,1,2018,1882337,802
2080,Adam Hadwin,92.0,70.75,289.4,65.6,68.04,0.106,0.49,0.596,3,0,2018,1932488,638
2081,Ben Silverman,90.0,71.281,290.2,65.56,64.95,0.238,-0.44399999999999995,-0.206,2,0,2018,793140,323
2082,Satoshi Kodaira,51.0,72.182,293.6,65.53,60.3,-0.645,-1.187,-1.832,1,1,2018,1471462,600
2083,Rickie Fowler,74.0,69.435,299.8,65.33,69.52,0.296,0.9789999999999999,1.275,4,0,2018,4235237,1302
2084,Xinjun Zhang,81.0,71.486,298.7,65.33,67.04,-0.437,-0.2970000000000001,-0.7340000000000001,1,0,2018,420377,195
2085,Kiradech Aphibarnrat,51.0,70.62899999999999,294.7,65.12,62.2,0.138,0.373,0.511,0,0,2018,0,0
2086,Pat Perez,82.0,70.594,290.9,65.09,67.78,0.115,-0.163,-0.048,4,1,2018,2962641,1116
2087,Lucas Glover,65.0,71.066,297.7,65.06,67.12,-0.186,0.462,0.276,1,0,2018,789382,324
2088,Richy Werenski,98.0,71.185,291.8,65.06,66.97,-0.109,-0.015,-0.124,2,0,2018,1081283,498
2089,Hunter Mahan,67.0,71.135,296.9,65.04,68.96,0.346,-0.13699999999999998,0.209,1,0,2018,457337,234
2090,Francesco Molinari,73.0,69.797,301.0,65.04,70.24,-0.487,1.6099999999999999,1.123,4,2,2018,5065842,1682
2091,Fabián Gómez,88.0,71.02,291.1,64.99,67.86,0.001,-0.107,-0.106,0,0,2018,437032,221
2092,Tommy Fleetwood,73.0,69.342,306.9,64.98,69.36,0.324,1.282,1.606,5,0,2018,3935147,1130
2093,Graeme McDowell,67.0,71.001,293.2,64.92,64.5,0.478,0.21900000000000008,0.6970000000000001,1,0,2018,581024,274
2094,Louis Oosthuizen,62.0,70.157,299.8,64.81,65.74,-0.026,0.547,0.521,3,0,2018,1731493,620
2095,Chad Campbell,87.0,71.683,286.5,64.7,65.54,-0.4539999999999999,-0.030000000000000082,-0.484,2,0,2018,801960,361
2096,Blayne Barber,69.0,70.835,294.7,64.67,69.98,-0.022,-0.0189999999999999,-0.0409999999999999,0,0,2018,398137,202
2097,Michael Thompson,62.0,70.92399999999999,296.4,64.66,70.11,0.498,-0.446,0.052,0,0,2018,563972,280
2098,Chris Kirk,108.0,70.411,289.8,64.64,68.24,0.073,0.659,0.732,4,0,2018,1824111,756
2099,Daniel Berger,81.0,70.32,297.7,64.58,66.89,0.319,0.49699999999999994,0.816,1,0,2018,1721763,565
2100,Hudson Swafford,73.0,71.619,302.8,64.57,68.99,-0.26,-0.23199999999999998,-0.492,0,0,2018,569391,245
2101,Bronson Burgoon,69.0,70.70100000000001,302.8,64.53,68.44,0.107,0.374,0.481,2,0,2018,1179616,446
2102,Brice Garnett,99.0,71.018,296.7,64.45,66.78,-0.076,-0.23399999999999999,-0.31,2,1,2018,1466224,634
2103,Ryan Blaum,81.0,70.993,289.0,64.31,66.1,0.025,-0.058,-0.033,2,0,2018,980877,433
2104,Johnson Wagner,75.0,70.758,286.1,64.25,67.87,0.623,0.09199999999999997,0.715,0,0,2018,656322,338
2105,Kevin Na,91.0,70.288,289.6,64.13,64.66,0.5329999999999999,0.268,0.8009999999999999,4,1,2018,3578316,1183
